voxel_idx,n_eff,k_opp,k_conc,p_opp,p_conc,bold_median,dcmr_median,bold_mean,dcmr_mean
23,37,20,17,0.5405405405405406,0.4594594594594595,-0.30558628,3.161552,-0.67772603,3.6285532
25,37,18,19,0.4864864864864865,0.5135135135135135,-0.34776786,-11.286599,-0.5286065,-10.425794
185,37,25,12,0.6756756756756757,0.3243243243243243,-0.4666149,0.02815979,-0.67334443,-6.423813
186,37,20,17,0.5405405405405406,0.4594594594594595,-0.7874478,-3.808533,-0.96948224,-6.806874
200,37,17,20,0.4594594594594595,0.5405405405405406,-0.4567324,-5.038536,-0.43377632,-4.7786703
201,37,25,12,0.6756756756756757,0.3243243243243243,-0.5400764,-5.986287,-0.6506816,-5.717906
202,37,19,18,0.5135135135135135,0.4864864864864865,-0.4636218,-6.0180435,-0.51618063,-9.518535
203,37,14,23,0.3783783783783784,0.6216216216216216,-0.5025394,-11.693353,-0.52193105,-12.47228
218,37,19,18,0.5135135135135135,0.4864864864864865,-0.3205917,-4.4169364,-0.4224864,-2.4253142
222,37,18,19,0.4864864864864865,0.5135135135135135,-0.49516416,-3.1547363,-0.44088873,-4.1650057
232,37,22,15,0.5945945945945946,0.4054054054054054,-0.35693637,5.918535,-0.4440504,4.2841506
233,37,24,13,0.6486486486486487,0.3513513513513513,-0.53603685,6.766449,-0.43866485,3.773944
242,37,20,17,0.5405405405405406,0.4594594594594595,-0.4168167,3.9496071,-0.42473325,-0.43128976
243,37,21,16,0.5675675675675675,0.4324324324324324,-0.4053622,0.4224543,-0.4564667,-2.1723301
245,37,15,22,0.4054054054054054,0.5945945945945946,-0.42842442,-6.565539,-0.37562385,-7.8178005
251,37,26,11,0.7027027027027027,0.2972972972972973,-0.40119284,6.870301,-0.52118814,5.646108
260,37,19,18,0.5135135135135135,0.4864864864864865,-0.30186784,1.711188,-0.48166135,0.07160916
263,37,18,19,0.4864864864864865,0.5135135135135135,-0.34070864,-8.824366,-0.7556114,-8.151706
268,37,18,19,0.4864864864864865,0.5135135135135135,-0.34885323,1.024208,-0.42886975,3.0923584
288,37,14,23,0.3783783783783784,0.6216216216216216,-0.38449106,2.351873,-0.34475395,4.1661553
292,37,19,18,0.5135135135135135,0.4864864864864865,-0.16775832,6.44073,-0.2655999,6.7991037
300,37,16,21,0.4324324324324324,0.5675675675675675,-0.40422726,-2.1289442,-0.8357795,-1.546662
304,37,18,19,0.4864864864864865,0.5135135135135135,0.7278141,2.3269837,2.329106,6.3220906
313,37,18,19,0.4864864864864865,0.5135135135135135,-0.25497195,-0.9346644,-0.35165575,3.1770706
316,37,19,18,0.5135135135135135,0.4864864864864865,-0.47894797,1.9713491,-0.66436887,0.4763163
317,37,20,17,0.5405405405405406,0.4594594594594595,-0.65665084,0.7625253,-1.2563735,0.56708896
332,37,22,15,0.5945945945945946,0.4054054054054054,-0.29814184,-0.053310353,-0.49926308,3.969657
333,37,24,13,0.6486486486486487,0.3513513513513513,-0.26528472,2.4191263,-0.6465298,4.3440366
335,37,18,19,0.4864864864864865,0.5135135135135135,-0.330222,1.8711483,-0.84892213,3.2681801
336,37,18,19,0.4864864864864865,0.5135135135135135,-0.32999864,3.6485782,-0.88556564,2.8262503
337,37,14,23,0.3783783783783784,0.6216216216216216,-0.41755474,-2.4288695,-0.7648973,4.823794
350,37,22,15,0.5945945945945946,0.4054054054054054,-0.5132052,1.1118027,-0.5817691,4.1968336
351,37,24,13,0.6486486486486487,0.3513513513513513,-0.40134448,1.637182,-0.8889532,6.282304
352,37,21,16,0.5675675675675675,0.4324324324324324,-0.3943809,2.0262244,-0.86943513,6.392165
353,37,20,17,0.5405405405405406,0.4594594594594595,-0.432163,5.3636537,-0.636145,3.8312294
354,37,19,18,0.5135135135135135,0.4864864864864865,-0.3599667,0.10779236,-0.6677111,2.5235372
355,37,13,24,0.3513513513513513,0.6486486486486487,-0.33859354,-0.98429257,-0.7357355,6.641065
368,37,19,18,0.5135135135135135,0.4864864864864865,-0.4658354,-1.810228,-0.5220076,0.23186396
369,37,21,16,0.5675675675675675,0.4324324324324324,-0.52021646,1.7307051,-0.5521383,1.2818007
381,37,18,19,0.4864864864864865,0.5135135135135135,-0.30999017,-1.0387012,-0.5680778,0.24288772
382,37,15,22,0.4054054054054054,0.5945945945945946,-0.33570784,-1.0174276,-0.40331626,1.4171392
385,37,16,21,0.4324324324324324,0.5675675675675675,-0.3365597,-0.94372696,-0.28801638,0.59777266
409,37,16,21,0.4324324324324324,0.5675675675675675,-0.1526905,2.8184524,-0.26271927,3.3636897
410,37,18,19,0.4864864864864865,0.5135135135135135,-0.40137073,3.3135843,-0.5167192,1.7298242
411,37,21,16,0.5675675675675675,0.4324324324324324,-0.91104233,2.8501005,-1.5697207,0.28894117
413,37,24,13,0.6486486486486487,0.3513513513513513,-0.32930332,2.9760456,-0.6501582,0.6565785
427,37,21,16,0.5675675675675675,0.4324324324324324,-0.49312097,3.0441372,-1.1107117,2.5362465
428,37,19,18,0.5135135135135135,0.4864864864864865,-0.7997602,4.457253,-1.0208263,1.883823
429,37,16,21,0.4324324324324324,0.5675675675675675,-0.4945435,2.0272071,-0.9055113,1.2240219
432,37,19,18,0.5135135135135135,0.4864864864864865,-0.27746904,-2.7815187,-0.3788649,-0.8461556
436,37,21,16,0.5675675675675675,0.4324324324324324,-0.23395959,-2.518803,-0.21777831,0.9422856
448,37,19,18,0.5135135135135135,0.4864864864864865,-0.16363579,-1.7069046,-0.24162464,-2.1915665
450,37,19,18,0.5135135135135135,0.4864864864864865,-0.2618379,-8.071279,-0.32745504,-1.5904531
490,37,17,20,0.4594594594594595,0.5405405405405406,-0.3336897,-12.53372,-0.35194716,-8.451153
548,37,21,16,0.5675675675675675,0.4324324324324324,-0.44664514,3.3441372,-0.5925063,1.2216648
549,37,17,20,0.4594594594594595,0.5405405405405406,-0.5207783,0.12223964,-0.47620022,-1.7882487
551,37,22,15,0.5945945945945946,0.4054054054054054,-0.34446108,-6.720339,-0.47891134,-7.795264
553,37,12,25,0.3243243243243243,0.6756756756756757,-0.45652893,-9.275632,-0.729827,-9.943343
554,37,13,24,0.3513513513513513,0.6486486486486487,-0.48638552,-15.250262,-0.5550417,-13.975435
569,37,21,16,0.5675675675675675,0.4324324324324324,-0.38788858,-1.096051,-0.43579146,1.1766727
570,37,22,15,0.5945945945945946,0.4054054054054054,-0.38913208,-1.7221141,-0.3970585,-0.21826577
571,37,18,19,0.4864864864864865,0.5135135135135135,-0.48524582,-4.3936753,-0.62246686,-3.7443504
572,37,17,20,0.4594594594594595,0.5405405405405406,-0.3174465,-4.3121867,-0.60375607,-6.755994
576,37,18,19,0.4864864864864865,0.5135135135135135,-0.6370355,-14.854445,-0.69457996,-9.964515
588,37,21,16,0.5675675675675675,0.4324324324324324,-0.5277282,-1.4474874,-0.5083624,-0.30857196
592,37,25,12,0.6756756756756757,0.3243243243243243,-0.44090492,-0.14737393,-0.40536612,0.19165483
593,37,23,14,0.6216216216216216,0.3783783783783784,-0.30538735,-3.001377,-0.39559767,-1.9107113
595,37,22,15,0.5945945945945946,0.4054054054054054,-0.17300949,-1.7801914,-0.3256865,-2.6853945
598,37,15,22,0.4054054054054054,0.5945945945945946,-0.44613907,-5.0752163,-0.4965661,-4.3584213
599,37,16,21,0.4324324324324324,0.5675675675675675,-0.48158324,-9.15925,-0.51366276,-6.3329473
621,37,18,19,0.4864864864864865,0.5135135135135135,-0.35198504,-1.3855503,-0.38120797,-0.70275944
622,37,15,22,0.4054054054054054,0.5945945945945946,-0.38220364,-3.7190864,-0.4443006,-2.1962216
624,37,12,25,0.3243243243243243,0.6756756756756757,-0.44366533,-10.842061,-0.771979,-9.439353
627,37,19,18,0.5135135135135135,0.4864864864864865,0.27878842,2.4294927,0.68893385,4.05824
632,37,20,17,0.5405405405405406,0.4594594594594595,-0.12173311,5.0801797,-0.36339802,3.752315
637,37,18,19,0.4864864864864865,0.5135135135135135,-0.23864993,-1.535587,-0.43834957,0.56361437
638,37,22,15,0.5945945945945946,0.4054054054054054,-0.25495344,-0.19854198,-0.5335518,0.7170742
647,37,16,21,0.4324324324324324,0.5675675675675675,-0.21847084,-0.64049894,-0.4694011,-0.22345035
655,37,23,14,0.6216216216216216,0.3783783783783784,-0.28874478,7.682898,-0.44662824,6.217414
660,37,16,21,0.4324324324324324,0.5675675675675675,-0.12011373,1.9553783,-0.26192212,2.4442158
665,37,20,17,0.5405405405405406,0.4594594594594595,-0.074573725,2.7834651,-0.30931097,2.2263043
671,37,16,21,0.4324324324324324,0.5675675675675675,-0.6021277,-3.5576863,-0.8020461,-4.9994597
672,37,16,21,0.4324324324324324,0.5675675675675675,1.2585025,2.096582,1.5781242,6.879357
679,37,23,14,0.6216216216216216,0.3783783783783784,-0.32230818,6.6364355,-0.55551404,5.489221
684,37,24,13,0.6486486486486487,0.3513513513513513,-0.35818368,1.6249062,-0.59113616,-0.5095008
685,37,16,21,0.4324324324324324,0.5675675675675675,-0.35041517,2.7583706,-0.65462786,0.4861421
686,37,19,18,0.5135135135135135,0.4864864864864865,-0.5271994,-1.2525952,-0.7113291,0.40422162
696,37,20,17,0.5405405405405406,0.4594594594594595,-0.33811826,0.98422563,-0.5779338,2.261894
697,37,19,18,0.5135135135135135,0.4864864864864865,-0.47848243,0.8588313,-0.50947213,4.599583
698,37,18,19,0.4864864864864865,0.5135135135135135,-0.5462189,-3.325332,-0.61549485,5.5854244
702,37,21,16,0.5675675675675675,0.4324324324324324,-0.12016982,2.5576038,-0.44153166,4.003015
709,37,20,17,0.5405405405405406,0.4594594594594595,-0.40709442,4.509258,-0.5868049,7.2956147
710,37,17,20,0.4594594594594595,0.5405405405405406,-0.6017471,-3.4682133,-0.83398134,7.8583403
720,37,15,22,0.4054054054054054,0.5945945945945946,-0.42496878,1.633516,-0.5865109,19.350704
732,37,18,19,0.4864864864864865,0.5135135135135135,-0.30098185,0.6357559,-0.46427923,3.0203223
733,37,21,16,0.5675675675675675,0.4324324324324324,-0.3465272,2.4763536,-0.59322184,3.3010097
734,37,22,15,0.5945945945945946,0.4054054054054054,-0.25021505,7.2453375,-0.48948428,3.9307404
735,37,22,15,0.5945945945945946,0.4054054054054054,-0.24896652,5.9082627,-0.5761239,4.655637
736,37,22,15,0.5945945945945946,0.4054054054054054,-0.3966505,5.9416585,-0.5531125,5.2186112
737,37,24,13,0.6486486486486487,0.3513513513513513,-0.21191123,5.683425,-0.40698636,4.8914375
749,37,22,15,0.5945945945945946,0.4054054054054054,-0.17895892,5.0734158,-0.22881883,4.3868985
755,37,19,18,0.5135135135135135,0.4864864864864865,-0.21828508,8.707469,-0.5215988,6.759166
756,37,22,15,0.5945945945945946,0.4054054054054054,-0.5039954,6.9047575,-0.47291076,6.3997035
757,37,23,14,0.6216216216216216,0.3783783783783784,-0.272067,5.9350023,-0.29586828,5.4368463
771,37,18,19,0.4864864864864865,0.5135135135135135,-0.20314789,0.86361474,-0.4603391,2.97678
772,37,23,14,0.6216216216216216,0.3783783783783784,-0.34595758,7.4319835,-0.45540515,4.459242
773,37,23,14,0.6216216216216216,0.3783783783783784,-0.45983845,9.048985,-0.43346244,5.8779893
774,37,19,18,0.5135135135135135,0.4864864864864865,-0.28563356,8.578662,-0.42504907,6.412071
775,37,19,18,0.5135135135135135,0.4864864864864865,-0.23974404,3.9761767,-0.27435195,5.5167627
791,37,20,17,0.5405405405405406,0.4594594594594595,-0.2795549,6.051183,-0.43635,4.151694
792,37,19,18,0.5135135135135135,0.4864864864864865,-0.3653543,10.783038,-0.31581956,4.9241967
794,37,18,19,0.4864864864864865,0.5135135135135135,-0.21255848,6.8170843,-0.17146192,4.88924
810,37,22,15,0.5945945945945946,0.4054054054054054,-0.5792428,1.4244862,-0.71929616,0.8972485
811,37,19,18,0.5135135135135135,0.4864864864864865,-0.37940043,1.191424,-0.5920528,1.3851352
825,37,19,18,0.5135135135135135,0.4864864864864865,-0.15629993,9.732687,-0.31381536,9.694884
826,37,19,18,0.5135135135135135,0.4864864864864865,-0.19201133,1.2139388,-0.22244743,3.179664
829,37,25,12,0.6756756756756757,0.3243243243243243,-0.33276492,1.2869954,-0.52814335,1.4274588
843,37,22,15,0.5945945945945946,0.4054054054054054,-0.5201572,3.5680637,-0.79653835,3.4333594
844,37,18,19,0.4864864864864865,0.5135135135135135,-0.37259957,3.9970853,-0.80316174,2.9313443
848,37,21,16,0.5675675675675675,0.4324324324324324,-0.20289263,0.7143566,-0.2752703,0.7537018
851,37,18,19,0.4864864864864865,0.5135135135135135,-0.22563678,-3.3113956,-0.34870517,2.515668
864,37,18,19,0.4864864864864865,0.5135135135135135,-0.29738608,1.6165547,-0.2823131,-0.736942
866,37,18,19,0.4864864864864865,0.5135135135135135,-0.19041407,-0.27158308,-0.22879197,0.59295464
923,37,13,24,0.3513513513513513,0.6486486486486487,-0.24887815,-3.178548,-0.28265613,-0.21182638
933,37,20,17,0.5405405405405406,0.4594594594594595,-0.17351663,-0.34857583,-0.2527856,-1.6160729
934,37,16,21,0.4324324324324324,0.5675675675675675,-0.3401972,-0.078119256,-0.3095318,-1.1574535
935,37,20,17,0.5405405405405406,0.4594594594594595,-0.31099164,1.8542153,-0.36656523,-1.4735001
936,37,13,24,0.3513513513513513,0.6486486486486487,-0.32840028,-0.9644536,-0.37467647,-1.3314639
957,37,16,21,0.4324324324324324,0.5675675675675675,-0.5976567,-19.505754,-1.0326937,-18.144579
964,37,21,16,0.5675675675675675,0.4324324324324324,-0.25813055,-9.528545,-0.61211777,-6.511537
970,37,9,28,0.2432432432432432,0.7567567567567568,-0.9463742,-25.031635,-1.2992811,-23.696623
983,37,16,21,0.4324324324324324,0.5675675675675675,-0.799677,-5.1760073,-1.5230628,-6.610965
984,37,13,24,0.3513513513513513,0.6486486486486487,-0.8504052,-4.619587,-1.1078798,-7.0518265
986,37,15,22,0.4054054054054054,0.5945945945945946,-0.92133605,-8.303418,-0.9486915,-11.4586935
987,37,10,27,0.2702702702702703,0.7297297297297297,-0.662861,-12.6387615,-0.801752,-14.099223
988,37,12,25,0.3243243243243243,0.6756756756756757,-0.5736861,-15.405842,-1.1382271,-13.533562
989,37,11,26,0.2972972972972973,0.7027027027027027,-0.89127964,-15.632376,-1.2326276,-10.96537
1003,37,16,21,0.4324324324324324,0.5675675675675675,-0.4569661,-4.1543317,-0.6330022,-3.5588326
1006,37,11,26,0.2972972972972973,0.7027027027027027,-0.39932275,-6.301278,-0.6427928,-5.833566
1007,37,15,22,0.4054054054054054,0.5945945945945946,-0.48908263,-4.7964106,-0.8109411,-4.033384
1008,37,14,23,0.3783783783783784,0.6216216216216216,-0.64114565,-6.1866984,-0.7117734,-5.378361
1009,37,14,23,0.3783783783783784,0.6216216216216216,-0.75901306,-8.037115,-0.5334977,-9.115728
1010,37,14,23,0.3783783783783784,0.6216216216216216,-0.6917629,-12.051969,-0.67490226,-14.719391
1014,37,15,22,0.4054054054054054,0.5945945945945946,0.32558566,4.705506,0.45931652,5.4420614
1024,37,19,18,0.5135135135135135,0.4864864864864865,-0.5832957,1.7665031,-0.95313436,0.36051688
1028,37,16,21,0.4324324324324324,0.5675675675675675,-0.30762362,-0.8799894,-0.545197,-1.5089958
1029,37,18,19,0.4864864864864865,0.5135135135135135,-0.3965909,-1.366945,-0.6372625,-0.8200984
1030,37,17,20,0.4594594594594595,0.5405405405405406,-0.6080731,-0.67165506,-0.70619524,-1.5144445
1031,37,15,22,0.4054054054054054,0.5945945945945946,-0.42333776,-0.3415688,-0.5963468,-2.7297037
1032,37,12,25,0.3243243243243243,0.6756756756756757,-0.35874274,-5.0114484,-0.4913366,-5.3084116
1033,37,12,25,0.3243243243243243,0.6756756756756757,-0.46279144,-8.635294,-0.5647814,-11.227442
1036,37,16,21,0.4324324324324324,0.5675675675675675,0.42603838,4.14252,0.49992558,6.417984
1038,37,19,18,0.5135135135135135,0.4864864864864865,0.47567904,1.3279951,0.49477783,4.886834
1039,37,14,23,0.3783783783783784,0.6216216216216216,0.25328743,2.913906,0.3224858,4.3759995
1046,37,15,22,0.4054054054054054,0.5945945945945946,-0.29539746,3.7096548,-0.59470206,1.8436813
1048,37,25,12,0.6756756756756757,0.3243243243243243,-0.21313292,0.11900853,-0.40788954,0.56695324
1049,37,19,18,0.5135135135135135,0.4864864864864865,-0.33455294,-0.8861634,-0.36007446,0.7455881
1050,37,21,16,0.5675675675675675,0.4324324324324324,-0.44120538,-0.48498255,-0.45555887,0.40905035
1051,37,22,15,0.5945945945945946,0.4054054054054054,-0.44388786,0.5299903,-0.41834468,0.33672288
1052,37,15,22,0.4054054054054054,0.5945945945945946,-0.35332417,-1.2135193,-0.33246627,0.16927826
1053,37,18,19,0.4864864864864865,0.5135135135135135,-0.46795565,-4.1319423,-0.5427219,1.9513354
1073,37,20,17,0.5405405405405406,0.4594594594594595,-0.2191113,1.9142007,-0.2531506,1.2339461
1074,37,22,15,0.5945945945945946,0.4054054054054054,-0.3328046,1.2212949,-0.24880704,1.1221145
1075,37,20,17,0.5405405405405406,0.4594594594594595,-0.36146045,2.1972797,-0.2858432,0.7705467
1076,37,22,15,0.5945945945945946,0.4054054054054054,-0.35879576,-0.34665516,-0.4650473,0.73471475
1079,37,13,24,0.3513513513513513,0.6486486486486487,-0.5234342,-5.3384104,-0.8357459,-8.336785
1082,37,16,21,0.4324324324324324,0.5675675675675675,0.5473429,5.219298,0.41049874,4.7662587
1089,37,26,11,0.7027027027027027,0.2972972972972973,-0.39761013,1.4973135,-0.44822022,-0.09684837
1096,37,21,16,0.5675675675675675,0.4324324324324324,-0.19452469,1.938116,-0.2686596,1.3397609
1100,37,18,19,0.4864864864864865,0.5135135135135135,-0.22734636,-2.1801329,-0.29946935,0.5165071
1101,37,15,22,0.4054054054054054,0.5945945945945946,-0.36567092,-3.9484258,-0.46975642,-0.17579141
1102,37,22,15,0.5945945945945946,0.4054054054054054,-0.41496152,-4.395452,-0.80544513,-1.6429964
1103,37,18,19,0.4864864864864865,0.5135135135135135,-0.61374927,-5.9144197,-0.93923074,-5.832429
1104,37,13,24,0.3513513513513513,0.6486486486486487,-0.35616753,-10.263209,-0.61034256,-10.503599
1123,37,18,19,0.4864864864864865,0.5135135135135135,-0.3983928,-3.865817,-0.6375472,-2.2895517
1126,37,18,19,0.4864864864864865,0.5135135135135135,1.4877203,7.88631,2.1225255,10.059597
1144,37,17,20,0.4594594594594595,0.5405405405405406,-0.4379993,-6.6654115,-0.48687267,-1.0368778
1167,37,15,22,0.4054054054054054,0.5945945945945946,-0.22268273,-2.9411616,-0.45738772,-0.058240056
1168,37,21,16,0.5675675675675675,0.4324324324324324,-0.35378203,-3.5005808,-0.40991765,1.9736916
1182,37,21,16,0.5675675675675675,0.4324324324324324,-0.29923385,2.5706692,-0.3641868,2.5572264
1183,37,17,20,0.4594594594594595,0.5405405405405406,-0.4331652,-0.3292558,-0.36183268,2.616003
1184,37,16,21,0.4324324324324324,0.5675675675675675,-0.32778662,2.119845,-0.37513003,2.891505
1185,37,18,19,0.4864864864864865,0.5135135135135135,-0.34558636,0.3470504,-0.43048647,2.2561283
1194,37,22,15,0.5945945945945946,0.4054054054054054,-0.32216692,3.8164928,-0.35141724,4.281906
1196,37,15,22,0.4054054054054054,0.5945945945945946,-0.26718375,4.154815,-0.34112573,5.2095194
1218,37,16,21,0.4324324324324324,0.5675675675675675,-0.36516768,-0.033530116,-0.3098318,1.8479087
1219,37,17,20,0.4594594594594595,0.5405405405405406,-0.20976582,0.41508853,-0.28359693,1.9959964
1221,37,20,17,0.5405405405405406,0.4594594594594595,-0.35739213,3.4490283,-0.50459415,2.4723258
1222,37,24,13,0.6486486486486487,0.3513513513513513,-0.41476095,4.5178823,-0.48069295,3.5228698
1239,37,19,18,0.5135135135135135,0.4864864864864865,-0.32877427,-1.4674587,-0.38931772,2.6378767
1240,37,17,20,0.4594594594594595,0.5405405405405406,-0.34916857,-1.1101624,-0.40559334,3.070002
1241,37,17,20,0.4594594594594595,0.5405405405405406,-0.44431472,2.487117,-0.51142466,3.477064
1242,37,22,15,0.5945945945945946,0.4054054054054054,-0.32430047,8.075646,-0.52318054,4.056515
1243,37,19,18,0.5135135135135135,0.4864864864864865,-0.2643153,11.121641,-0.40813646,5.857008
1244,37,20,17,0.5405405405405406,0.4594594594594595,-0.25139812,9.580047,-0.32766074,7.329104
1246,37,17,20,0.4594594594594595,0.5405405405405406,-0.20300627,6.909869,-0.319669,6.1111374
1259,37,22,15,0.5945945945945946,0.4054054054054054,-0.23573938,1.5266021,-0.33223602,2.9688747
1277,37,21,16,0.5675675675675675,0.4324324324324324,-0.21679184,2.4707286,-0.6754311,4.407258
1278,37,24,13,0.6486486486486487,0.3513513513513513,-0.28147346,8.513863,-0.33177727,6.303274
1279,37,26,11,0.7027027027027027,0.2972972972972973,-0.36789268,12.557184,-0.3325022,7.6118255
1280,37,23,14,0.6216216216216216,0.3783783783783784,-0.27463222,11.753847,-0.3578459,7.937839
1281,37,17,20,0.4594594594594595,0.5405405405405406,-0.26067936,10.313919,-0.34726265,7.713799
1282,37,20,17,0.5405405405405406,0.4594594594594595,-0.4136368,8.732072,-0.3725057,8.237506
1283,37,22,15,0.5945945945945946,0.4054054054054054,-0.26239637,8.407656,-0.33446187,7.6830473
1304,37,24,13,0.6486486486486487,0.3513513513513513,-0.21497476,6.8656187,-0.394517,6.4135976
1305,37,20,17,0.5405405405405406,0.4594594594594595,-0.17631882,10.059548,-0.18263909,7.2035866
1325,37,18,19,0.4864864864864865,0.5135135135135135,-0.5027313,1.2851382,-0.6988593,0.8498388
1327,37,23,14,0.6216216216216216,0.3783783783783784,-0.3358211,5.2730913,-0.32877013,2.8070004
1334,37,17,20,0.4594594594594595,0.5405405405405406,-0.3354599,1.4059403,-0.4318877,1.7406702
1340,37,16,21,0.4324324324324324,0.5675675675675675,-0.43095896,0.8723315,-0.7605017,1.61905
1341,37,20,17,0.5405405405405406,0.4594594594594595,-0.421956,2.074469,-0.563555,1.1392499
1342,37,17,20,0.4594594594594595,0.5405405405405406,-0.28321683,1.9452505,-0.47684798,2.8148184
1343,37,21,16,0.5675675675675675,0.4324324324324324,-0.40981978,2.400099,-0.3681142,3.859159
1357,37,21,16,0.5675675675675675,0.4324324324324324,-0.2511806,0.86440766,-0.45178807,1.9899794
1358,37,27,10,0.7297297297297297,0.2702702702702703,-0.327314,3.1102324,-0.36251014,1.9416256
1359,37,23,14,0.6216216216216216,0.3783783783783784,-0.19944873,3.8082483,-0.2834549,1.7953506
1374,37,26,11,0.7027027027027027,0.2972972972972973,-0.18707654,-0.66666454,-0.3391486,0.72722274
1375,37,18,19,0.4864864864864865,0.5135135135135135,-0.20336819,0.61708647,-0.29388452,0.52464604
1385,37,17,20,0.4594594594594595,0.5405405405405406,-0.3134719,7.5105762,-0.5376307,8.494642
1395,37,18,19,0.4864864864864865,0.5135135135135135,-0.63531303,-1.6823897,-0.5914164,-0.011543797
1397,37,13,24,0.3513513513513513,0.6486486486486487,-0.34466892,6.769144,-0.45346355,8.023356
1454,37,23,14,0.6216216216216216,0.3783783783783784,-0.8868889,8.113793,-0.861844,10.799281
1462,37,13,24,0.3513513513513513,0.6486486486486487,-0.3371703,-0.56552154,-0.33292398,0.22601733
1463,37,17,20,0.4594594594594595,0.5405405405405406,-0.09626871,0.9849056,-0.23112862,0.53440523
1546,37,17,20,0.4594594594594595,0.5405405405405406,-0.5133624,-7.4758053,-0.80227053,-5.466574
1549,36,10,26,0.2777777777777778,0.7222222222222222,-1.0887657,-13.437414,-1.1095014,-16.86653
1559,37,21,16,0.5675675675675675,0.4324324324324324,-0.21408814,-7.1684666,-0.3675428,-3.4006383
1564,37,8,29,0.2162162162162162,0.7837837837837838,-0.6514343,-8.102969,-0.93165123,-9.744373
1565,37,12,25,0.3243243243243243,0.6756756756756757,-0.7167679,-5.3095684,-0.80177903,-10.059875
1566,37,13,24,0.3513513513513513,0.6486486486486487,-0.9912617,-4.9615803,-0.83391476,-11.822404
1575,37,20,17,0.5405405405405406,0.4594594594594595,-0.21773252,-3.5336347,-0.43219638,-2.3864522
1580,37,15,22,0.4054054054054054,0.5945945945945946,-0.412795,-3.4053168,-0.6257901,-5.323386
1582,37,14,23,0.3783783783783784,0.6216216216216216,-0.75952375,-3.7009075,-0.87044317,-5.016152
1583,36,14,22,0.3888888888888889,0.6111111111111112,-0.41514045,-3.514327,-0.9176698,-6.1452103
1585,37,20,17,0.5405405405405406,0.4594594594594595,-0.6523212,-6.254012,-0.607699,-10.489784
1586,37,15,22,0.4054054054054054,0.5945945945945946,-0.5107676,-8.797577,-1.0005422,-15.039012
1591,37,16,21,0.4324324324324324,0.5675675675675675,0.41844907,2.9789248,0.49829426,5.332368
1592,37,18,19,0.4864864864864865,0.5135135135135135,0.44070706,3.1353786,0.5166369,4.184529
1599,37,20,17,0.5405405405405406,0.4594594594594595,-0.49322563,-0.94568497,-0.99091995,-2.0840316
1600,37,19,18,0.5135135135135135,0.4864864864864865,-0.32931477,-2.981205,-0.6405739,-1.6604817
1601,37,18,19,0.4864864864864865,0.5135135135135135,-0.565901,-1.8173047,-0.511975,-2.46134
1602,37,18,19,0.4864864864864865,0.5135135135135135,-0.5893328,-1.7625519,-0.5709993,-3.1938808
1603,37,17,20,0.4594594594594595,0.5405405405405406,-0.32129586,-3.16288,-0.58961827,-3.1312616
1604,37,13,24,0.3513513513513513,0.6486486486486487,-0.27417105,-3.766029,-0.5106693,-2.723092
1605,37,20,17,0.5405405405405406,0.4594594594594595,-0.34366056,-2.2185493,-0.6407239,-2.0931373
1607,37,17,20,0.4594594594594595,0.5405405405405406,-0.3580902,1.1806526,-0.45600718,-2.4045138
1608,37,18,19,0.4864864864864865,0.5135135135135135,-0.65086436,-0.621431,-0.7326516,-4.699847
1609,37,15,22,0.4054054054054054,0.5945945945945946,-0.9704449,-4.995447,-0.9945635,-7.930604
1610,37,12,25,0.3243243243243243,0.6756756756756757,-0.8037374,-11.548517,-0.974219,-10.169425
1615,37,18,19,0.4864864864864865,0.5135135135135135,0.4818653,5.4416003,0.59529984,5.881256
1616,37,17,20,0.4594594594594595,0.5405405405405406,0.3200382,2.995249,0.46926415,5.107933
1617,37,18,19,0.4864864864864865,0.5135135135135135,0.307638,3.780482,0.34525368,3.8780046
1623,37,16,21,0.4324324324324324,0.5675675675675675,-0.240108,-2.1356127,-0.46052977,-0.3418177
1626,37,19,18,0.5135135135135135,0.4864864864864865,-0.34140283,-2.3121219,-0.3816957,-1.4642763
1627,37,17,20,0.4594594594594595,0.5405405405405406,-0.34848827,-0.102727294,-0.550097,-0.86494285
1628,37,17,20,0.4594594594594595,0.5405405405405406,-0.35316396,-0.001040872,-0.3638086,-0.9941087
1629,37,14,23,0.3783783783783784,0.6216216216216216,-0.40396714,-0.87271124,-0.4459393,-2.5075593
1630,37,17,20,0.4594594594594595,0.5405405405405406,-0.51976776,-3.835084,-0.55170995,-4.86024
1631,37,14,23,0.3783783783783784,0.6216216216216216,-0.44052443,-11.190496,-0.89870006,-10.935855
1635,37,17,20,0.4594594594594595,0.5405405405405406,0.41565627,5.010315,0.5163864,5.7751603
1636,37,16,21,0.4324324324324324,0.5675675675675675,0.3693869,1.8795836,0.4419111,5.264336
1637,37,21,16,0.5675675675675675,0.4324324324324324,0.24434286,1.8173362,0.3497482,4.5356965
1643,37,18,19,0.4864864864864865,0.5135135135135135,-0.13580513,0.45658618,-0.4132254,0.9808848
1644,37,20,17,0.5405405405405406,0.4594594594594595,-0.40238494,1.22168,-0.4431369,0.80247134
1645,37,18,19,0.4864864864864865,0.5135135135135135,-0.3113551,4.353411,-0.30260882,1.1673229
1646,37,18,19,0.4864864864864865,0.5135135135135135,-0.31795812,2.3922565,-0.3790346,0.65927553
