voxel,bold_mean,dcmro2_mean,dcbf_mean,considered,cmro2_sig,finite_all
11909,-0.035205133,-3.7318263,-3.9424255,0,0,1
11910,-0.18690932,12.365497,7.9814057,1,1,1
11911,-0.07824448,13.861111,11.467781,0,0,1
11912,0.15738505,-4.4892373,-2.72111,0,0,1
11913,0.080138974,-3.2294002,-1.0589732,0,0,1
11914,0.06795639,-3.6013286,-1.1368673,0,0,1
11915,0.092359096,-3.152486,-0.8825666,0,0,1
11916,0.08677315,4.0814776,16.73743,0,0,1
11917,-0.15988676,19.785776,21.844244,0,0,1
11918,0.0046244673,-2.7035375,-3.0398827,0,0,1
11919,0.17096871,-0.76966614,-1.8296144,0,0,1
11920,-0.21153252,13.468466,9.47959,1,1,1
11921,0.13827252,-5.390227,-3.9473782,0,0,1
11922,0.17147319,-4.882144,-3.1582637,0,0,1
11923,0.038913574,-3.5243502,-2.2868845,0,0,1
11924,0.020149665,-2.9591153,-1.7582103,0,0,1
11925,0.021713557,-3.0951595,-1.6707323,0,0,1
11926,-0.123504475,0.20006815,-1.7853681,0,0,1
11927,-0.30577073,-2.8136477,-4.27404,1,0,1
11928,-2.6103427,-4.4142933,-5.9757876,0,0,1
11929,0.19174863,-2.8537908,-3.9591465,0,0,1
11930,0.046041165,14.626709,27.23718,0,0,1
11931,-0.39906722,24.05206,25.313059,0,0,1
11932,0.074509904,-1.8678658,-2.0815303,0,0,1
11933,0.09016571,-0.2475718,-1.3755537,0,0,1
11934,-0.2844679,14.742547,10.9201565,1,1,1
11935,-0.16594496,16.229565,14.596515,1,1,1
11936,0.16707022,-3.2845478,-2.0203826,0,0,1
11937,0.067260206,-2.379845,-1.7425145,0,0,1
11938,-0.17249908,0.059805885,-0.91851175,1,0,1
11939,-0.1907807,0.7059352,-1.2349899,0,0,1
11940,-0.17050223,0.20115413,-2.3251274,0,0,1
11941,-0.0466513,-2.123418,-3.5768654,0,0,1
11942,0.58575755,-5.738558,-5.757197,0,0,1
11943,1.1235843,9.0239315,11.218632,0,0,1
11944,-0.6506554,6.844563,-13.498425,0,0,1
11945,-0.15257184,1.4995706,1.3589864,1,0,1
11946,-0.17583229,0.012997692,-0.4067069,1,0,1
11947,0.008134712,-1.7374161,-2.2910419,0,0,1
11948,-0.026749749,0.38466457,-1.3885117,0,0,1
11949,-0.19229345,14.372466,10.856241,1,1,1
11950,-0.15792854,16.255707,15.488035,1,1,1
11951,-0.12579836,-1.4342681,-1.5121852,0,0,1
11952,-0.09431647,-0.5748387,-1.3397044,0,0,1
11953,-0.10643056,1.092548,-0.10230526,0,0,1
11954,-0.16604553,1.5257319,0.57419944,0,0,1
11955,5.9384594,-5.495373,6.7090173,0,0,1
11956,-0.19615328,2.5551176,1.5388767,0,0,1
11957,-0.30813125,1.0178667,0.65222466,1,0,1
11958,-0.23267704,-0.0905704,-0.3797066,1,0,1
11959,-0.1955595,-1.0456142,-1.6109556,1,0,1
11960,-0.011713409,-2.1662633,-2.782708,0,0,1
11961,-0.07349211,-3.3656802,-3.8924143,0,0,1
11962,-0.058385283,-2.7836924,-3.9058743,0,0,1
11963,-0.25358918,8.060001,4.2274504,1,0,1
11964,-0.16002229,14.524672,11.51852,0,0,1
11965,-0.18085398,15.334046,14.456577,1,0,1
11966,-0.12026346,-0.53329015,-0.82627857,0,0,1
11967,-0.13543293,-0.35112557,-1.0908495,0,0,1
11968,-0.13602813,0.26691538,-0.8335054,0,0,1
11969,-0.08469748,2.1918337,0.69133943,0,0,1
11970,-0.03729346,3.1861215,1.8275328,0,0,1
11971,-0.031299815,2.927618,1.6919535,0,0,1
11972,0.059763666,2.2396722,0.35345796,0,0,1
11973,0.13617858,0.61996955,-0.7466266,0,0,1
11974,0.22266258,-3.7564368,-2.1627784,0,0,1
11975,-0.008123321,-7.7144465,-3.026959,0,0,1
11976,-0.5210454,1.0832697,10.546325,0,0,1
11977,-0.7798141,-1.8484956,3.1924665,0,0,1
11978,-0.23239224,2.1901588,0.5966912,0,0,1
11979,-0.19644141,-3.0673769,-3.7026863,0,0,1
11980,-0.04670151,-3.9462562,-4.798486,0,0,1
11981,-0.28291258,-0.20910122,-2.580823,1,0,1
11982,-0.255732,5.984508,2.0193093,1,0,1
11983,-0.23986828,12.0797615,9.501682,1,0,1
11984,-0.21871834,12.66766,11.979585,1,0,1
11985,-0.059993125,0.4166398,-0.40411797,0,0,1
11986,-0.085940234,0.45613146,-0.5744341,0,0,1
11987,-0.0993868,0.6340882,-0.7345896,0,0,1
11988,-0.06776584,1.2371527,-0.2581489,0,0,1
11989,-0.025549753,2.572645,0.91006774,0,0,1
11990,-1.3744128,-7.95499,17.745636,0,0,1
11991,-0.8417378,-2.7660933,6.955567,0,0,1
11992,-0.5846156,-2.0754306,2.402177,0,0,1
11993,-0.3531264,3.6063554,2.2717433,1,0,1
11994,-0.27223516,-1.7683682,-4.7373724,1,0,1
11995,-0.24158034,4.074236,-0.36600116,1,0,1
11996,-0.3194937,8.573284,5.641983,1,0,1
11997,-0.3007311,8.640392,7.5275955,1,0,1
11998,0.036854774,-3.58311,-3.088611,0,0,1
11999,0.04698028,-1.2002087,-1.6343081,0,0,1
12000,-0.04215857,0.63419986,-0.58021146,0,0,1
12001,-0.05832366,0.7846698,-0.60132116,0,0,1
12002,-0.07167201,0.67933404,-0.6606304,0,0,1
12003,-0.08473573,0.7946877,-0.8432737,0,0,1
12004,-0.020821955,1.7744368,-0.07805585,0,0,1
12005,0.008804671,3.5342395,1.5630355,0,0,1
12006,1.9156802,10.556722,10.125537,0,0,1
12007,-2.550162,-11.479648,-11.54376,1,0,1
12008,-1.8965788,-1.5110542,6.322574,0,0,1
12009,-0.8665504,0.20087036,3.8047636,0,0,1
12010,-0.30349144,5.620248,5.5398,0,0,1
12011,-0.37602806,5.3641853,4.1556163,1,0,1
12012,-0.1826396,-7.0776954,-9.406352,0,0,1
12013,-0.3160998,-7.4509788,-9.894197,1,1,1
12014,-0.4062291,7.8402405,4.130026,1,0,1
12015,-0.32239196,8.636299,6.5395865,1,0,1
12016,0.07056828,-1.8353624,-1.5628878,0,0,1
12017,0.020535983,0.7661085,-0.06683459,0,0,1
12018,-0.02824928,0.67649937,-0.41365418,0,0,1
12019,0.023863476,4.7035255,2.9445405,0,0,1
12020,2.4447877,28.250553,19.444248,0,0,1
12021,-4.3429527,34.509426,51.026527,1,0,1
12022,-0.81033504,1.2613181,-1.6184429,0,0,1
12023,-0.7891385,-3.4629078,2.9581866,0,0,1
12024,0.024871469,2.2483366,8.607171,0,0,1
12025,-0.2292496,5.971076,5.39356,1,0,1
12026,-0.4381091,0.72490036,-1.0141853,1,0,1
12027,-0.3774646,-1.6638378,-3.3646681,1,0,1
12028,-0.17072473,-6.6648483,-8.442354,0,0,1
12029,-0.11843215,-7.1494393,-9.229523,0,0,1
12030,-0.21177967,-7.3924403,-9.438202,1,0,1
12031,-0.23180196,-6.1021094,-8.537716,1,0,1
12032,-0.32058895,8.53923,5.686927,1,0,1
12033,0.012482126,1.119291,1.6431149,0,0,1
12034,0.0891623,2.2059035,2.3728244,0,0,1
12035,0.18471327,2.8470068,2.6619778,0,0,1
12036,0.19166814,2.241913,2.237057,0,0,1
12037,-0.03773309,4.9407086,3.6852305,0,0,1
12038,0.024227032,5.2871237,4.074549,0,0,1
12039,-1.7056438,-9.960396,7.5489893,0,0,1
12040,-1.4628199,40.111958,37.68202,0,0,1
12041,-5.406152,0.13983387,7.1723456,0,0,1
12042,-0.71424395,6.738251,9.551927,0,0,1
12043,0.6247881,8.303376,13.681596,0,0,1
12044,-0.2847522,4.835368,4.2279058,1,0,1
12045,-0.43216744,-0.042244688,-1.5308858,1,0,1
12046,-0.29543233,-1.7709153,-3.4307196,1,0,1
12047,-0.20951988,-3.482044,-5.5920186,0,0,1
12048,-0.112787955,-4.7358384,-6.534306,0,0,1
12049,-0.0952893,-4.8429956,-6.9473143,0,0,1
12050,-0.1295265,-5.3682904,-7.348276,0,0,1
12051,-0.16427547,-4.877255,-6.821376,0,0,1
12052,-0.30542633,10.040037,6.829762,1,0,1
12053,0.06490973,3.8041317,4.00009,0,0,1
12054,0.110275306,5.7048,5.754803,0,0,1
12055,0.16806965,2.9121506,3.5748072,1,0,1
12056,0.101461545,2.6320982,2.919306,0,0,1
12057,0.13338006,2.6176949,2.3881922,0,0,1
12058,0.093520395,2.938719,2.7355618,0,0,1
12059,0.12166145,2.897621,3.1770127,0,0,1
12060,0.03891421,4.7954693,4.4414506,0,0,1
12061,0.084825404,5.825317,4.81519,0,0,1
12062,-0.4366437,9.517741,-16.394676,1,0,1
12063,0.123762295,-62.889694,2.7990704,0,0,1
12064,-0.7040786,3.0600975,4.6299605,0,0,1
12065,-0.54171574,12.653012,14.696099,0,0,1
12066,0.32704213,10.634581,15.565291,0,0,1
12067,-0.23831062,3.8244734,2.9057755,1,0,1
12068,-0.51508266,3.7707384,2.993367,1,0,1
12069,-0.3760684,0.14667743,-0.73060244,1,0,1
12070,-0.32673725,-0.7525881,-2.1716268,1,0,1
12071,-0.2289095,-1.8339249,-3.5426505,1,0,1
12072,-0.20165813,-2.183626,-4.1719265,1,0,1
12073,-0.14084803,-2.4877515,-4.5581093,1,0,1
12074,-0.16614674,-3.1411538,-5.01185,1,0,1
12075,-0.05045778,-3.0272098,-5.2265735,0,0,1
12076,-0.14358656,-2.8345582,-5.2041383,0,0,1
12077,-0.30267224,15.93072,9.794172,1,0,1
12078,-0.26592016,20.044996,19.979973,0,0,1
12079,0.3205338,-51.49479,5.22788,0,0,1
12080,-0.92804253,-4.642147,9.101491,0,0,1
12081,-1.7096289,24.452816,21.679348,0,0,1
12082,-0.1351232,21.834208,22.544813,0,0,1
12083,-0.28810433,3.9489522,2.7409925,1,0,1
12084,-0.3378272,0.02953332,-0.41556913,1,0,1
12085,-0.3074181,-0.755652,-1.7477146,1,0,1
12086,-0.27799082,-1.5115048,-2.7607155,1,0,1
12087,-0.16606782,-2.2298365,-3.3750825,0,0,1
12088,-0.13906004,-1.9701927,-3.3327193,0,0,1
12089,-0.09902016,-1.6738924,-3.3135395,0,0,1
12090,-0.19254163,-1.5797098,-3.4603198,1,0,1
12091,-0.1994874,-1.3589647,-3.5402203,1,0,1
12092,-0.22314204,13.96504,6.5958576,1,0,1
12093,-0.26208752,16.727827,10.027781,1,1,1
12094,-0.09769628,9.240656,13.857419,0,0,1
12095,1.062666,-47.97586,6.7175317,0,0,1
12096,0.4403717,-21.786396,10.494101,0,0,1
12097,0.18435463,2.399259,14.945539,0,0,1
12098,0.21846959,9.064963,11.001842,0,0,1
12099,-0.80854124,14.984426,19.809166,0,0,1
12100,-0.20522375,4.583699,3.2359748,0,0,1
12101,-0.32928777,4.464357,3.2986128,1,0,1
12102,-0.4071681,1.3115445,0.90774554,1,0,1
12103,-0.2907861,-0.41326663,-1.0806311,1,0,1
12104,-0.32203865,-1.2447944,-2.4715292,1,0,1
12105,-0.22010998,-2.159025,-3.2837381,1,0,1
12106,-0.16726005,-2.4798234,-3.304498,0,0,1
12107,-0.21735458,-1.7959841,-2.6692116,1,0,1
12108,-0.19208388,-1.1148186,-2.1062078,0,0,1
12109,-0.28997436,-0.45229825,-1.7934403,1,0,1
12110,-0.21485081,9.849243,2.9584491,1,0,1
12111,-0.26339403,16.081745,8.550769,1,0,1
12112,-0.5340507,17.68768,14.433512,0,0,1
12113,-3.1936498,-1.2786545,14.605852,0,0,1
12114,-0.34091932,7.783601,18.246895,0,0,1
12115,-0.26592848,3.2397091,2.0302527,0,0,1
12116,-0.42363477,4.5014453,3.1761708,0,0,1
12117,-0.3520859,4.0390835,3.3226411,1,0,1
12118,-0.2870118,2.2387266,1.4978077,1,0,1
12119,-0.26626036,0.23402686,-0.7052801,1,0,1
12120,-0.32761124,-1.354672,-2.5616417,1,0,1
12121,-0.32389495,-2.599003,-3.6644528,1,0,1
12122,-0.33473164,-2.7162988,-3.6064394,1,0,1
12123,-0.29777357,-2.1031287,-2.6324155,1,0,1
12124,-0.21183002,-0.52212924,-1.2146666,1,0,1
12125,-0.16295913,0.28296983,-1.286145,0,0,1
12126,-0.07636145,1.2970912,-1.4411823,0,0,1
12127,-0.32172802,15.459372,8.159815,1,1,1
12128,-0.23838696,17.422314,12.986379,1,0,1
12129,0.22799969,7.863342,8.691938,0,0,1
12130,0.1955592,8.361967,9.13922,0,0,1
12131,0.1456046,9.206506,10.315144,0,0,1
12132,0.050451543,9.764266,11.300565,0,0,1
12133,0.04908777,8.371202,11.258959,0,0,1
12134,0.0076488764,8.022522,10.966486,0,0,1
12135,0.2033296,10.75031,11.386475,0,0,1
12136,0.6594579,20.898392,18.975887,0,0,1
12137,-2.1173027,26.53969,13.87687,0,0,1
12138,-0.21741211,2.5630774,0.70417523,0,0,1
12139,-0.27316397,2.723402,1.2703793,0,0,1
12140,-0.463994,4.39876,3.3631055,1,0,1
12141,-0.310412,4.043662,2.8373036,1,0,1
12142,-0.1820941,3.1455178,1.6440214,1,0,1
12143,-0.22573087,1.180155,-0.17491165,1,0,1
12144,-0.38061976,-0.8671284,-2.1816092,1,0,1
12145,-0.48144016,-2.2625277,-3.413755,1,0,1
12146,-0.33195984,-3.2868183,-3.1993911,1,0,1
12147,-0.11457688,-2.7036626,-2.5505748,0,0,1
12148,-0.0356631,-2.0949078,-2.3156126,0,0,1
12149,0.041852675,-0.95255584,-2.209064,0,0,1
12150,0.033108093,0.633582,-2.1647625,0,0,1
12151,-0.117036864,5.316247,-0.75305027,0,0,1
12152,-0.24888578,16.533957,12.832516,1,1,1
12153,0.36003095,6.2338905,7.423258,1,1,1
12154,0.3259078,8.052747,8.769682,1,1,1
12155,0.25260568,9.562148,10.479078,0,0,1
12156,0.48923224,3.9937732,11.713545,0,0,1
12157,-0.4225596,3.7993107,1.5042706,1,0,1
12158,-0.35314205,3.638879,1.5696925,1,0,1
12159,-0.4068171,3.6667032,1.9694735,1,0,1
12160,-0.2828968,3.618311,2.1323771,1,0,1
12161,-0.21665016,3.237314,1.6979023,1,0,1
12162,-0.33440343,2.530744,0.8866857,1,0,1
12163,-0.39758337,0.947862,-0.39712447,1,0,1
12164,-0.4893163,-0.76418,-1.9338793,1,0,1
12165,-0.50608474,-2.402189,-3.135239,1,0,1
12166,-0.38925293,-3.5512893,-3.8028011,1,0,1
12167,-0.15487897,-4.593117,-4.157304,0,0,1
12168,-0.017594494,-4.4049816,-3.9464169,0,0,1
12169,0.092459,-3.6743705,-3.8137794,0,0,1
12170,0.12398033,-2.32005,-3.4300785,0,0,1
12171,0.0698626,-0.1035089,-3.0343556,0,0,1
12172,-0.4230989,12.611323,5.9396467,1,0,1
12173,0.46269628,6.7512336,9.413945,1,1,1
12174,0.5395032,5.9547095,8.275608,1,1,1
12175,0.37461627,5.2663326,7.5542626,1,0,1
12176,0.102577955,5.106384,7.122271,0,0,1
12177,0.2750345,5.659354,6.1080217,0,0,1
12178,0.33386073,7.437889,7.8237753,1,1,1
12179,0.38777143,6.546798,7.9471545,1,0,1
12180,0.28240797,4.337439,7.4144664,1,0,1
12181,0.122546874,-11.413878,5.947301,0,0,1
12182,0.38626805,19.17835,15.871638,0,0,1
12183,-0.29562926,7.5906124,4.9513755,0,0,1
12184,-0.5849787,6.2000904,3.450362,1,0,1
12185,-0.6891535,5.0936346,2.6591146,1,0,1
12186,-0.55207986,4.4398,2.2550485,1,0,1
12187,-0.36082125,3.6126587,1.8105879,1,0,1
12188,-0.39408898,2.616197,1.2253087,1,0,1
12189,-0.64018077,1.7587875,0.45092216,0,0,1
12190,-0.46524182,0.3439882,-0.51876706,1,0,1
12191,-0.37661186,-1.105568,-1.6511996,1,0,1
12192,-0.2793825,-2.7253566,-2.7264984,1,0,1
12193,-0.15233766,-4.0614443,-3.573818,0,0,1
12194,-0.019889977,-5.0167956,-4.207203,0,0,1
12195,0.01438725,-4.898781,-4.336653,0,0,1
12196,0.043227546,-3.855754,-4.153718,0,0,1
12197,-0.2721417,10.416735,4.536539,1,0,1
12198,0.36864865,6.6599593,10.103288,1,1,1
12199,0.6122149,5.1749945,9.004731,1,0,1
12200,0.24724135,3.5591238,6.118678,0,0,1
12201,-0.084529385,2.4008393,4.8562937,0,0,1
12202,0.22046946,2.7105098,4.089723,0,0,1
12203,0.17923103,0.69722885,3.3988469,0,0,1
12204,0.46682018,2.4632616,5.8433275,0,0,1
12205,0.78015643,28.943333,34.793934,0,0,1
12206,0.38422313,36.34706,-44.229004,0,0,1
12207,-0.12967008,-11.383508,1.3818334,0,0,1
12208,0.08250805,-12.962976,4.0500464,0,0,1
12209,0.9010645,7.126097,11.214372,0,0,1
12210,0.06884562,8.353713,9.1334,0,0,1
12211,-0.14415123,10.252244,8.06634,0,0,1
12212,-0.5186332,1.6717156,1.146599,1,0,1
12213,-0.31522053,0.034976725,0.19473363,1,0,1
12214,-0.092885494,-1.3632445,-0.76483077,0,0,1
12215,-0.07176567,-2.7217195,-1.6370654,0,0,1
12216,-0.03492908,-3.746398,-2.4646478,0,0,1
12217,0.007855348,-3.8370497,-2.8158865,0,0,1
12218,-0.32535613,15.315016,6.2492795,1,1,1
12219,-0.23578525,15.163465,6.9274497,1,1,1
12220,0.50981385,4.0029793,7.9776816,1,0,1
12221,0.7163326,2.9223428,7.355,1,0,1
12222,0.13591959,1.3121579,3.9902468,0,0,1
12223,-0.08173619,0.83367753,3.5324814,0,0,1
12224,1.0081327,28.03387,25.776514,0,0,1
12225,0.93591243,38.103195,-140.13751,1,0,1
12226,-0.81343746,-17.930574,1.704634,0,0,1
12227,0.27035296,-12.143201,3.6426504,0,0,1
12228,-0.4110702,2.325295,6.829031,0,0,1
12229,0.06845172,8.977867,10.940346,0,0,1
12230,-0.36325383,2.7383664,2.4355156,1,0,1
12231,-0.15531391,1.6689095,1.9132767,0,0,1
12232,-0.062503375,0.16967462,1.215456,0,0,1
12233,0.00830799,-1.3412669,0.37735876,0,0,1
12234,0.0593299,-2.623393,-0.30514243,0,0,1
12235,0.02114431,-2.9253745,-0.81518686,0,0,1
12236,-0.13805562,7.365213,4.4316964,0,0,1
12237,-0.16970725,14.857377,8.604872,1,1,1
12238,-0.253785,19.587122,11.956172,1,1,1
12239,0.18841885,3.8230815,5.580667,0,0,1
12240,0.36956927,3.9425476,6.1157556,1,0,1
12241,0.4519795,3.9968016,6.4205017,1,0,1
12242,0.46970654,3.3320065,6.476323,1,0,1
12243,0.62050825,2.5433614,6.221452,1,0,1
12244,0.7048246,1.4538997,5.694711,1,0,1
12245,0.58699685,0.097716555,4.1490884,1,0,1
12246,0.30054548,-0.26630166,3.1136343,0,0,1
12247,0.28158215,-0.15837084,2.7532294,0,0,1
12248,0.36105448,0.43999085,2.9961467,0,0,1
12249,0.12176166,1.0274284,3.28737,0,0,1
12250,0.042715758,1.6860743,3.126059,0,0,1
12251,-0.013797053,2.6461902,3.1610954,0,0,1
12252,-0.039462212,2.7033832,2.9183385,0,0,1
12253,0.020558236,2.1821299,2.309326,0,0,1
12254,-0.023456339,1.2671926,1.3975148,0,0,1
12255,-0.087189496,-0.26288384,0.41792515,0,0,1
12256,-0.029374482,1.9466503,1.9797738,0,0,1
12257,0.54300857,16.637398,13.945463,0,0,1
12258,1.1589487,31.703491,293.1707,0,0,1
12259,0.21924882,-21.435904,1.0043032,0,0,1
12260,-0.78840923,-7.7923036,2.9716108,0,0,1
12261,0.017176742,6.6449347,9.837017,0,0,1
12262,-0.26906,2.3939614,2.316065,1,0,1
12263,-0.20741758,1.9738033,2.638139,0,0,1
12264,-0.092169784,1.4943271,2.5988827,0,0,1
12265,0.022052146,0.91589326,2.2497318,0,0,1
12266,0.120178394,-0.5141646,1.6245625,0,0,1
12267,0.109500036,-1.3495941,1.2757334,0,0,1
12268,-0.05780192,6.776232,5.155796,0,0,1
12269,-0.003485764,11.550747,8.153203,0,0,1
12270,-0.073289126,16.833652,11.763666,0,0,1
12271,0.26861635,5.143504,6.870626,1,0,1
12272,0.39189813,4.7661796,6.980499,1,0,1
12273,0.47617754,4.3701534,6.6061378,1,0,1
12274,0.61824626,3.2840002,6.285859,1,0,1
12275,0.68356943,2.088197,5.6606593,1,0,1
12276,0.6453757,0.4074126,4.036956,1,0,1
12277,0.45677686,-1.6315005,1.8215722,1,0,1
12278,0.24777499,-2.6060739,0.5851682,0,0,1
12279,0.17495582,-2.9482298,-0.04817739,0,0,1
12280,0.17283008,-2.0532136,0.48559582,0,0,1
12281,-0.14389668,2.0784807,2.2444046,0,0,1
12282,-0.1932933,2.0414567,2.2916162,0,0,1
12283,-0.21178721,0.62977153,1.3691906,0,0,1
12284,-0.14289337,-0.8623431,0.16880876,0,0,1
12285,-0.13060196,-2.7917325,-0.94042206,0,0,1
12286,0.03852754,-1.4454982,0.8050586,0,0,1
12287,0.102327645,8.20107,8.752909,0,0,1
12288,0.93845737,18.455397,30.116352,0,0,1
12289,-0.09997331,-23.950163,-1.7933619,0,0,1
12290,-0.10262511,3.3440375,3.9762,0,0,1
12291,-0.3004332,3.1583638,6.3171463,0,0,1
12292,-0.24521522,2.5079403,3.1599102,0,0,1
12293,-0.17328463,2.4818141,3.9844568,0,0,1
12294,-0.0063912165,2.7130497,4.2730923,0,0,1
12295,0.13473094,2.6493669,4.079472,0,0,1
12296,0.11799889,1.2560551,3.497052,0,0,1
12297,0.08451135,1.0186667,3.2553177,0,0,1
12298,0.11708624,14.452229,11.239126,0,0,1
12299,0.033086784,17.992733,14.029125,0,0,1
12300,0.28632224,6.5394554,7.6426826,1,1,1
12301,0.3351602,5.6909714,7.677936,1,1,1
12302,0.4393283,-0.16677341,3.0353856,1,0,1
12303,0.38763192,-1.9258507,0.53443193,1,0,1
12304,0.090779826,-4.1498904,-1.8156855,0,0,1
12305,-0.1554279,-3.672023,-1.1088734,0,0,1
12306,-0.09778444,-6.333841,-2.3863122,0,0,1
12307,0.20002066,-4.366381,-0.06479218,0,0,1
12308,0.35150397,5.283961,8.680618,0,0,1
12309,-0.3654981,-20.707802,-2.0185955,0,0,1
12310,-0.37453896,0.07910772,1.3213886,0,0,1
12311,-0.16612397,4.1804132,5.6644025,0,0,1
12312,-0.10931842,4.469735,6.608047,0,0,1
12313,0.0065412316,5.0952606,7.1074424,0,0,1
12314,0.11837063,5.1376815,6.937889,0,0,1
12315,0.16553006,4.1343923,6.5862994,0,0,1
12316,0.095757544,4.018766,6.4009337,0,0,1
12317,0.16115974,18.940401,16.23516,1,1,1
12318,0.20468011,4.49948,4.913659,0,0,1
12319,0.32398874,3.9421978,5.000728,1,0,1
12320,0.33449176,2.6900032,4.399753,1,0,1
12321,0.36193636,-1.0549401,1.5794379,1,0,1
12322,0.33097163,-1.959788,-0.0040319255,1,0,1
12323,-0.07926546,-4.437055,-2.0495827,0,0,1
12324,-0.14566855,-1.9589716,-0.8705293,0,0,1
12325,-0.18878545,0.37278667,0.31436193,0,0,1
12326,-0.15520948,1.3040599,0.89735645,0,0,1
12327,-0.12509812,-1.1237556,-0.45643353,0,0,1
12328,0.0015611764,-3.7070236,-2.1763697,0,0,1
12329,0.14739841,-5.5772176,-3.1472428,0,0,1
12330,0.18149851,-2.6824982,0.29109395,0,0,1
12331,0.05107365,6.4852905,12.111277,0,0,1
12332,-0.27710193,-1.0242565,0.07763028,0,0,1
12333,-0.035962347,-1.192528,2.4480464,0,0,1
12334,-0.14087261,5.998387,7.831008,0,0,1
12335,-0.04888428,6.6353903,8.89536,0,0,1
12336,0.00014258428,7.373963,9.745842,0,0,1
12337,0.052392457,7.359361,9.706239,0,0,1
12338,0.16052532,6.7549286,9.696819,0,0,1
12339,0.14691402,6.5509295,9.446744,0,0,1
12340,0.43552575,12.786617,12.235619,1,1,1
12341,0.41555485,16.438404,15.285552,1,1,1
12342,0.1762183,19.843468,17.717722,1,1,1
12343,0.3452334,1.4934261,2.5804226,1,0,1
12344,0.33948007,0.62896633,2.3293352,1,0,1
12345,0.41344565,0.12264178,2.1614487,1,0,1
12346,0.33427987,-0.45639956,1.7289475,0,0,1
12347,0.17313243,-1.4794468,0.554987,0,0,1
12348,-0.059641283,-2.1197689,-0.67629063,0,0,1
12349,-0.07586977,-0.70484555,-0.07191732,0,0,1
12350,-0.07864566,-0.3772433,-0.26005608,0,0,1
12351,0.06633649,-1.5440216,-1.3391919,0,0,1
12352,0.15061654,2.8263586,4.995561,0,0,1
12353,-0.28254488,-9.071625,-2.3324866,0,0,1
12354,-0.23035039,-13.259818,-1.8800552,0,0,1
12355,-0.04082659,-6.444177,-2.6476653,0,0,1
12356,-0.124491476,-1.4187856,-1.2931795,0,0,1
12357,-0.15460724,-2.2699919,1.5051793,0,0,1
12358,-0.040988,6.758284,8.594464,0,0,1
12359,0.05539208,7.222322,9.570724,0,0,1
12360,-0.04905604,8.164434,10.806689,0,0,1
12361,0.014906049,8.190967,11.126934,0,0,1
12362,0.17366554,7.856206,11.430916,0,0,1
12363,0.23390457,7.9636297,11.343306,1,1,1
12364,0.46676716,8.509663,11.278725,1,1,1
12365,0.6202704,10.62844,11.965388,1,1,1
12366,0.43861791,13.462235,13.397989,1,1,1
12367,0.29116338,16.411272,15.475527,1,1,1
12368,0.101154916,2.6288047,3.0889204,0,0,1
12369,0.24937572,2.3166804,3.1622405,0,0,1
12370,0.4973776,1.864292,3.0175815,1,0,1
12371,0.27425358,1.2204902,2.6231902,1,0,1
12372,-0.3110122,2.5370746,2.416974,0,0,1
12373,-0.09693235,12.667251,11.599212,0,0,1
12374,-1.1292511,-11.486435,-5.0575514,1,0,1
12375,-0.63582414,-11.294526,-4.9390893,0,0,1
12376,0.10583552,-4.921776,-4.377863,0,0,1
12377,-0.02968792,-5.03761,-3.0628657,0,0,1
12378,-0.10009315,-0.9607147,-0.17207728,0,0,1
12379,0.07935297,6.697536,9.682746,0,0,1
12380,0.21435821,7.1011505,10.645538,0,0,1
12381,0.29426375,7.1672626,11.505898,1,1,1
12382,0.367396,7.94816,11.934318,1,1,1
12383,0.57578015,9.03752,12.095488,1,1,1
12384,0.84673065,10.807758,12.664662,1,1,1
12385,0.4753656,13.991476,13.732376,1,1,1
12386,0.13065426,17.039526,15.23399,0,0,1
12387,0.22015654,4.2144246,4.9033155,1,0,1
12388,0.31767678,4.0517206,4.787324,0,0,1
12389,0.45237967,3.0136492,3.633545,1,0,1
12390,0.2755426,1.7531245,2.5532327,1,0,1
12391,-0.24249953,4.374085,6.85897,0,0,1
12392,-0.25132018,-16.151335,-8.268267,0,0,1
12393,-0.8539207,-16.112995,-7.1242976,0,0,1
12394,-0.18759228,-6.1975408,-5.574457,0,0,1
12395,-0.07747212,-5.8180914,-4.237493,0,0,1
12396,-0.23541534,-1.0092305,-1.3258667,0,0,1
12397,0.44194794,4.5806623,8.671385,1,0,1
12398,0.52264184,5.130331,10.170684,1,0,1
12399,0.46441135,6.5116315,11.053545,1,1,1
12400,0.5527149,13.672851,13.39659,1,1,1
12401,0.122489326,16.515589,14.643783,0,0,1
12402,-0.043699242,16.787989,14.607479,0,0,1
12403,0.17821032,5.1460805,6.1727242,0,0,1
12404,0.37988612,5.438028,6.6613903,1,0,1
12405,0.3774665,5.634175,6.3848968,0,0,1
12406,0.45762596,4.842851,5.5554404,0,0,1
12407,0.39976346,3.2542105,3.8945282,1,0,1
12408,-0.117672026,-1.7263211,-1.0519882,0,0,1
12409,-0.114492655,-0.5657053,0.35787383,0,0,1
12410,-0.04816907,-0.6696884,-0.0625793,0,0,1
12411,-0.03783058,3.062169,4.569606,0,0,1
12412,0.097626984,9.084418,12.367573,0,0,1
12413,-0.2922662,-14.744508,-5.7050347,0,0,1
12414,1.3697667,-8.629187,-3.6528661,0,0,1
12415,0.26437697,-10.143092,-1.1008099,0,0,1
12416,-0.37812513,-8.442747,-2.07722,0,0,1
