voxel,bold_mean,dcmro2_mean,dcbf_mean,considered,cmro2_sig,finite_all
26602,0.083233505,-0.04997325,-0.24862023,0,0,1
26603,-0.17970356,0.21681193,-1.2319058,0,0,1
26604,-0.28399867,2.0609407,0.138583,1,0,1
26605,-0.25395885,3.330617,1.544475,1,0,1
26606,-0.21790293,4.7604814,3.1678581,0,0,1
26607,-0.11990994,4.314275,2.8533714,0,0,1
26608,-0.08306415,4.3844647,2.7379587,0,0,1
26609,0.026872233,4.253573,3.0505116,0,0,1
26610,0.2806415,3.2418442,2.7312624,1,0,1
26611,0.43448713,0.36934677,0.81004775,1,0,1
26612,0.48982933,-0.6757084,0.31672534,1,0,1
26613,0.2615106,-0.052002147,0.85066414,1,0,1
26614,0.10586095,1.6708368,2.4686954,0,0,1
26615,0.103797704,4.4029326,5.1773243,0,0,1
26616,0.06731962,6.124538,7.825737,0,0,1
26617,0.24153067,3.3548286,6.311135,0,0,1
26618,0.7404339,-0.006991557,4.0881257,1,0,1
26619,0.5412204,-2.0665874,-0.5278154,0,0,1
26620,0.5262029,-3.3385146,-1.7250147,1,0,1
26621,0.6914563,-2.9174478,-2.6894352,1,0,1
26622,0.5641564,-2.1022894,-2.4441302,1,0,1
26623,-0.10742899,-0.5560199,-1.5457201,0,0,1
26624,-0.1455366,-1.4472177,-2.2891884,0,0,1
26625,-0.1466835,-0.90504223,-2.490658,0,0,1
26626,-0.1803399,-0.18881503,-2.069463,0,0,1
26627,-0.3583239,2.5697792,0.65330374,1,0,1
26628,-0.23938547,2.1552699,0.3853115,1,0,1
26629,-0.10273104,2.3298893,0.44090256,0,0,1
26630,0.0033604328,4.151302,2.60837,0,0,1
26631,0.17651264,3.9662743,3.076016,0,0,1
26632,0.13957077,1.8640802,1.2739711,0,0,1
26633,0.03891958,2.818252,2.0077467,0,0,1
26634,-0.0023253313,5.004133,4.1165333,0,0,1
26635,0.0048996145,11.488381,10.966416,0,0,1
26636,0.08890177,13.020174,14.036136,0,0,1
26637,0.40078986,13.3401375,17.752745,0,0,1
26638,0.6152647,1.8995255,6.3728795,0,0,1
26639,0.52324027,-3.6106699,-2.1214967,0,0,1
26640,0.7895939,-3.50238,-2.1875222,1,0,1
26641,0.8145583,-2.3671775,-1.9034412,0,0,1
26642,0.62221575,-0.44319406,-1.3886529,0,0,1
26643,-0.19074246,0.76983327,0.07546361,0,0,1
26644,-0.10646905,0.082758464,-0.9034422,0,0,1
26645,-0.058802914,-0.55690295,-2.018302,0,0,1
26646,-0.10674063,-1.8639148,-3.2405164,0,0,1
26647,-0.11600897,-2.1434333,-3.9751506,0,0,1
26648,-0.29876125,3.191685,0.8454761,1,0,1
26649,-0.36057,2.4039598,0.20787096,1,0,1
26650,-0.36081615,2.2371414,0.021412317,1,0,1
26651,-0.17988098,3.4866617,1.2614741,0,0,1
26652,-0.0018171221,4.753053,2.758263,0,0,1
26653,0.035506632,3.685702,2.6604276,0,0,1
26654,-0.05610683,2.9476624,2.1239402,0,0,1
26655,0.15461238,3.2715225,2.2695944,0,0,1
26656,0.22868554,9.29769,10.5650625,0,0,1
26657,0.9415172,-3.2549047,-2.897053,1,0,1
26658,1.0431944,-0.56506556,-1.4366485,0,0,1
26659,-0.065225564,1.38477,0.6670198,0,0,1
26660,-0.022327878,-0.02388952,-0.45177495,0,0,1
26661,-0.03986479,-1.445253,-2.180275,0,0,1
26662,-0.4425496,-2.866559,-5.015057,1,0,1
26663,-0.46978548,-0.7711445,-3.3629363,1,0,1
26664,-0.41397303,1.6919241,-1.3260912,1,0,1
26665,-0.3975523,3.943582,1.4118625,1,0,1
26666,-0.3174185,4.171414,1.7969576,1,0,1
26667,-0.34486407,3.2751772,1.1956999,1,0,1
26668,-0.18547046,3.9624314,1.7747939,0,0,1
26669,0.12363335,5.7248344,4.203671,0,0,1
26670,0.06906793,3.5134983,2.719383,0,0,1
26671,-0.08183421,2.354605,1.8760685,0,0,1
26672,-0.009709767,8.620639,9.852943,0,0,1
26673,0.0016828536,13.578882,14.038801,0,0,1
26674,0.14079522,10.2074375,11.217435,0,0,1
26675,0.14442147,1.9831574,4.308742,0,0,1
26676,-0.18411945,4.1621075,1.8552922,0,0,1
26677,-0.044385854,1.5346614,0.73023146,0,0,1
26678,0.035075665,-1.1822643,-1.4822634,0,0,1
26679,0.0013549902,-2.5105429,-3.2182095,0,0,1
26680,-0.3732527,-2.6417167,-5.2824736,1,0,1
26681,-0.54965854,-2.8826797,-5.314821,1,0,1
26682,-0.7669908,-2.2081673,-4.9069757,1,0,1
26683,-0.74504834,-0.7066854,-3.8353844,1,0,1
26684,-0.648336,1.3817781,-2.1951978,1,0,1
26685,-0.51792,3.0642948,-0.19522849,1,0,1
26686,-0.4602077,4.2717795,1.5337865,1,0,1
26687,-0.41487035,5.1527743,2.5940316,1,1,1
26688,-0.38596457,5.0514665,2.7254713,1,1,1
26689,-0.3222614,4.4498367,2.269795,1,0,1
26690,0.053804178,5.7556286,3.5949872,0,0,1
26691,0.030292114,4.2468,2.7278426,0,0,1
26692,0.028373176,1.5129504,1.0333265,0,0,1
26693,-0.00235686,0.050008442,-0.16802223,0,0,1
26694,0.067637384,-0.5681848,-0.5841412,0,0,1
26695,0.15775311,1.1254708,1.7819595,0,0,1
26696,0.18876241,1.6635675,3.40828,0,0,1
26697,-0.10831401,-0.9280829,-0.40584657,0,0,1
26698,-0.45214376,4.2685294,1.7655833,0,0,1
26699,-0.26390532,4.9897275,2.6628134,0,0,1
26700,-0.08479147,3.4586382,2.1753466,0,0,1
26701,-0.03940054,0.86339617,0.059718274,0,0,1
26702,-0.1624054,-0.63577294,-3.1289608,1,0,1
26703,-0.3967724,-1.2056037,-3.6846216,1,0,1
26704,-0.5309795,-1.5546331,-3.9844096,1,0,1
26705,-0.5895402,2.2474568,-1.1174189,1,0,1
26706,-0.55626565,3.6130507,0.7380383,1,0,1
26707,-0.48431554,4.939366,2.1985247,1,1,1
26708,-0.39770797,5.9457445,3.0100038,1,1,1
26709,-0.2323825,6.0866547,3.227733,1,1,1
26710,-0.20876463,5.150521,2.5218046,1,1,1
26711,-0.2024247,4.6261525,1.993431,0,0,1
26712,-0.0913239,4.0275397,1.6580644,0,0,1
26713,0.028037338,3.402231,1.5430187,0,0,1
26714,0.008748712,2.0618703,0.6616763,0,0,1
26715,0.034482125,0.21466346,-0.40642536,0,0,1
26716,-0.028532313,-1.1203939,-1.2296531,0,0,1
26717,-0.20042229,-6.36216,-4.8412604,0,0,1
26718,-0.50771326,4.507918,2.3928044,0,0,1
26719,-0.20984954,5.5191064,3.5167196,0,0,1
26720,-0.05767425,5.523614,3.9617944,0,0,1
26721,-0.14713053,3.1966865,0.72430485,0,0,1
26722,-0.2704335,1.9969859,-0.5462775,1,0,1
26723,-0.42112395,0.91014266,-1.5540911,1,0,1
26724,-0.58641917,0.05298494,-2.4809341,1,0,1
26725,-0.62089527,-0.15820491,-2.960679,1,0,1
26726,-0.62123746,0.13921757,-3.32108,1,0,1
26727,-0.6552758,0.8462169,-2.838057,1,0,1
26728,-0.41711587,4.733211,1.7972246,1,0,1
26729,-0.2938648,5.9932075,2.7959113,1,1,1
26730,-0.19896322,6.1743155,2.9821582,0,0,1
26731,-0.17282397,4.856051,2.1464992,0,0,1
26732,0.1455248,-1.2424942,-2.0371628,0,0,1
26733,0.11708506,-2.0624244,-2.1420944,0,0,1
26734,-0.10153019,-4.298971,-3.3558784,0,0,1
26735,-0.16525835,-8.651997,-5.559487,0,0,1
26736,-0.41301093,5.9921002,4.101357,0,0,1
26737,-0.17533745,6.194605,4.666871,0,0,1
26738,-0.23829234,0.34253383,-1.913362,1,0,1
26739,-0.35429695,0.17811692,-2.6815376,1,0,1
26740,-0.5530942,1.0139633,-2.2485337,1,0,1
26741,-0.44064113,4.8432307,1.7961859,1,0,1
26742,-0.2828749,5.8717446,2.5697677,1,1,1
26743,-0.26044673,5.8257465,2.6681066,1,1,1
26744,-0.17097278,4.4261394,1.8803309,0,0,1
26745,-0.05215015,2.7027729,0.8656994,0,0,1
26746,0.042276904,1.025383,-0.32366073,0,0,1
26747,0.10809036,-0.45330578,-1.3476924,0,0,1
26748,0.14658156,-1.2126999,-1.7610437,0,0,1
26749,0.035324942,-2.9273534,0.39362317,0,0,1
26750,-0.009323561,-2.957689,-0.8660881,0,0,1
26751,-0.47028476,-5.312413,-2.1011662,0,0,1
26752,-0.4116724,7.798052,5.993211,0,0,1
26753,-0.42134756,9.588336,7.7469287,0,0,1
26754,-0.23889528,8.317226,7.0166755,0,0,1
26755,-0.10110336,7.347486,6.4124928,0,0,1
26756,-0.0076837484,6.373682,5.308058,0,0,1
26757,0.022552142,6.700624,5.195121,0,0,1
26758,0.020030854,7.799315,5.597769,0,0,1
26759,0.05404528,8.54002,5.930049,0,0,1
26760,-0.3719724,1.257563,-1.3603326,1,0,1
26761,-0.5220088,2.50139,-0.17444457,1,0,1
26762,-0.5447877,4.147602,1.2618048,1,0,1
26763,-0.20311329,5.6445007,3.0809412,1,1,1
26764,-0.03986648,4.1914268,2.3709867,0,0,1
26765,0.08136359,2.7846756,1.7602652,0,0,1
26766,0.11011689,2.0854347,1.140852,0,0,1
26767,0.07179847,1.7020059,0.790862,0,0,1
26768,-0.10816326,1.259697,-0.32141024,0,0,1
26769,-0.12195789,-0.15659313,-1.260247,0,0,1
26770,-0.112367935,-1.4161432,-1.3544623,0,0,1
26771,-0.19967076,-1.549152,-0.8173083,1,0,1
26772,-0.104978345,-2.4153504,0.04281787,0,0,1
26773,-0.010961826,-1.9493625,1.1298282,0,0,1
26774,-0.15684986,-2.938331,1.3255993,0,0,1
26775,-0.015722025,-6.013091,1.5530986,0,0,1
26776,-0.04105835,-4.4112844,1.4113832,0,0,1
26777,-0.49068698,18.27525,15.621401,0,0,1
26778,-0.49667326,20.246077,17.599697,0,0,1
26779,0.067990445,6.800639,5.8701015,0,0,1
26780,0.17393872,6.2343464,4.6601152,0,0,1
26781,0.14314981,6.6462855,5.0334105,0,0,1
26782,0.062054113,5.930748,4.533438,0,0,1
26783,-0.031452317,4.6198244,3.4271128,0,0,1
26784,-0.43161073,3.2076647,1.0630125,1,0,1
26785,-0.51801753,5.1021986,2.4449682,1,0,1
26786,-0.042973403,5.2816696,3.0645478,0,0,1
26787,-0.04676693,4.472195,2.0185156,0,0,1
26788,-0.07477496,3.465642,0.9061357,0,0,1
26789,-0.22175236,1.763518,-0.67065626,1,0,1
26790,-0.5430536,36.52722,31.051125,0,0,1
26791,-0.57261616,41.82561,41.98004,0,0,1
26792,-0.005586588,3.9750853,3.4840443,0,0,1
26793,-0.04610319,2.7823756,2.5954869,0,0,1
26794,-0.3566521,3.2394178,1.9244621,1,0,1
26795,-0.41897902,5.289474,2.8409672,1,0,1
26796,-0.1133295,5.7759695,2.6586227,0,0,1
26797,0.035556283,3.736566,1.5017822,0,0,1
26798,0.019199355,1.7178043,0.23098402,0,0,1
26799,0.036319952,0.62648374,-0.5969299,0,0,1
26800,0.09943827,0.04882822,-1.0330396,0,0,1
26801,0.025098113,1.1720409,-0.24257284,0,0,1
26802,-0.11320388,3.181886,1.1004891,0,0,1
26803,-0.21656841,4.637031,2.0765126,0,0,1
26804,-0.12944278,-0.15819223,0.33164257,0,0,1
26805,-0.07823972,1.9276993,2.2178252,0,0,1
26806,0.011450073,3.935581,4.5283995,0,0,1
26807,-0.022554824,7.709534,6.2134347,0,0,1
26808,-0.07561246,10.096524,7.1953554,0,0,1
26809,-0.034330398,9.065797,6.7683587,0,0,1
26810,0.09505815,7.330116,5.962994,0,0,1
26811,0.06027069,3.3762069,3.8239968,0,0,1
26812,-0.06032937,2.586127,3.2365103,0,0,1
26813,-0.25013462,3.0542445,2.2276502,1,0,1
26814,-0.36289665,4.607923,2.5750935,1,0,1
26815,-0.17754704,3.737574,1.0688334,0,0,1
26816,0.022501726,1.8834095,-0.36299497,0,0,1
26817,0.067687295,0.33387968,-1.5692252,0,0,1
26818,-0.015974222,-0.95495594,-2.6104367,0,0,1
26819,-0.08136372,-1.1460346,-2.672617,0,0,1
26820,-0.1262031,0.30153474,-1.5797253,0,0,1
26821,-0.28463718,2.54229,0.24227697,0,0,1
26822,-0.1783935,1.2146674,0.955038,0,0,1
26823,-0.18112002,0.36788452,0.8700335,1,0,1
26824,-0.4175578,0.61511177,4.966177,0,0,1
26825,0.1287084,5.2724123,5.9799304,0,0,1
26826,-0.01928207,4.890278,5.789321,0,0,1
26827,-0.34452838,3.3424366,1.8698006,1,0,1
26828,-0.14294602,1.8061918,-0.3980146,0,0,1
26829,0.06883508,0.30404934,-1.7723849,0,0,1
26830,-0.005696439,-0.6179949,-2.5864527,0,0,1
26831,-0.086533114,-1.4153538,-3.169418,0,0,1
26832,-0.15843312,-1.1536777,-2.8863487,0,0,1
26833,0.01978071,3.4261491,2.1385171,0,0,1
26834,-0.9039151,-13.180529,2.3741708,0,0,1
26835,0.057555377,6.6616154,7.650092,0,0,1
26836,-0.060483065,5.0992937,5.9719105,0,0,1
26837,-0.23822063,1.9697807,0.81939095,0,0,1
26838,-0.08998838,0.5712238,-1.5230132,0,0,1
26839,0.05005627,-0.3580343,-2.5666056,0,0,1
26840,-0.08548823,-0.78996277,-3.1708267,0,0,1
26841,-0.26946312,-1.1077783,-3.390115,0,0,1
26842,-0.184273,-0.24567689,-2.7490263,0,0,1
26843,-0.31577238,3.3224826,1.8331302,1,0,1
26844,-0.12157686,3.883423,2.693377,0,0,1
26845,-0.095314614,3.1344206,3.3574698,0,0,1
26846,-0.0888711,4.2765536,3.5329316,0,0,1
26847,-0.745186,-4.3953815,4.3627,0,0,1
26848,0.04857776,7.202985,7.925945,0,0,1
26849,-0.0022595366,5.7985234,6.5814233,0,0,1
26850,-0.093641534,1.975128,0.7632197,0,0,1
26851,-0.10778744,0.6544214,-0.77636814,0,0,1
26852,-0.095283076,-0.05414482,-1.8854963,0,0,1
26853,-0.090043955,-0.43513042,-3.0541208,0,0,1
26854,-0.28122395,0.2176344,-2.524717,1,0,1
26855,-0.1894704,1.8178023,0.055333752,0,0,1
26856,-0.15635397,1.479101,0.5032187,0,0,1
26857,-0.15129924,0.75385857,0.7692704,0,0,1
26858,-0.10521241,2.1649437,1.2436396,0,0,1
26859,-0.29678717,1.5191101,1.571226,0,0,1
26860,0.22277763,-14.113167,4.3560867,0,0,1
26861,0.042489015,6.936815,7.342467,0,0,1
26862,-0.036952697,5.469352,6.036372,0,0,1
26863,-0.08419028,1.8500504,0.6973586,0,0,1
26864,-0.05994324,0.27290764,-1.0699698,0,0,1
26865,-0.09652896,0.36229542,-2.3581486,0,0,1
26866,-0.16572347,1.8692228,-1.4475543,0,0,1
26867,-0.16531253,0.5167897,-1.1797572,1,0,1
26868,-0.040519305,-1.8600196,-0.7680835,0,0,1
26869,-0.37354943,-6.886362,0.22512119,0,0,1
26870,0.020389747,5.725696,6.0386243,0,0,1
26871,-0.03902926,4.1462245,4.834848,0,0,1
26872,-0.18768162,0.91622835,-2.0812535,1,0,1
26873,-0.401683,1.9170687,-0.45302594,1,0,1
26874,-0.20258966,0.34978724,-2.045926,0,0,1
26875,-0.11881465,-1.6963946,-3.2697961,0,0,1
26876,0.003359459,0.19462353,-0.42056444,0,0,1
26877,-0.00065960793,2.8727546,3.402319,0,0,1
26878,-0.09073729,-0.85486853,-3.2858853,0,0,1
26879,-0.25895298,1.303022,-1.8973283,1,0,1
26880,-0.354704,3.2416036,0.6692231,1,0,1
26881,-0.16459006,1.5555546,-0.98223794,0,0,1
26882,-0.12899323,-2.2534509,-3.7463758,0,0,1
26883,-0.14296745,-1.9961667,-2.72577,1,0,1
26884,-0.36746705,-4.041825,-0.3613438,0,0,1
26885,0.07600645,3.9046938,4.084994,0,0,1
26886,-0.18083678,-0.0870366,-3.0589724,1,0,1
26887,-0.33112955,2.3355296,-1.3807145,1,0,1
26888,-0.2701635,3.6662054,0.57531744,1,0,1
26889,-0.11929667,2.6744392,-0.33473405,0,0,1
26890,-0.095595084,-0.8728851,-3.1025538,0,0,1
26891,-0.098637424,-1.9697866,-3.418996,0,0,1
26892,-0.13897711,-2.1609328,-2.977376,1,0,1
26893,-0.15630987,-1.5138227,-1.7638545,1,0,1
26894,0.14006844,6.434961,6.307217,0,0,1
26895,-0.26313534,0.06283024,-3.2230356,1,0,1
26896,-0.24440764,4.100404,0.17491794,1,0,1
26897,-0.18194598,3.3284738,0.07151351,1,0,1
26898,-0.062462706,0.051451433,-2.1931882,0,0,1
26899,-0.042359464,-0.99688476,-2.3593838,0,0,1
26900,-0.12852986,-1.2456057,-1.9378868,1,0,1
26901,-0.14941025,-0.88982606,-0.95558923,1,0,1
26902,-0.14716877,0.21592525,0.245025,1,0,1
26903,0.1558359,8.70439,8.428935,0,0,1
26904,-0.048883226,5.69673,5.0686893,0,0,1
26905,-0.124982856,-1.665863,-4.5763817,1,0,1
26906,-0.2946269,-0.75205404,-3.8676233,1,0,1
26907,-0.24236979,2.8195183,-1.0880576,1,0,1
26908,-0.14736858,2.1294563,-1.2355995,1,0,1
26909,-0.073593065,0.5305869,0.095590875,0,0,1
26910,-0.11967326,0.65021014,1.0951706,1,0,1
26911,-0.13851918,0.9463019,1.7380189,1,0,1
26912,-0.10658807,0.84937066,1.9781818,0,0,1
26913,-0.08632758,-0.63832647,1.1756574,0,0,1
26914,0.1125006,10.997964,10.892611,0,0,1
26915,-0.049780276,7.0804734,6.519595,0,0,1
26916,-0.24389957,-2.10802,-4.557837,1,0,1
26917,-0.31464368,-1.4630964,-4.1493945,1,0,1
26918,-0.26255518,1.5895914,-2.411087,1,0,1
26919,-0.15263298,1.392252,-2.5003562,1,0,1
26920,-0.025691058,-1.6005888,1.2633466,0,0,1
26921,-0.28630465,34.885353,3.793212,0,0,1
26922,0.05085472,12.462583,12.565039,0,0,1
26923,-0.0607524,7.973209,7.6408257,0,0,1
26924,-0.23962718,-2.5362723,-4.6529136,1,0,1
26925,-0.28727287,-2.1857154,-4.6685457,1,0,1
26926,-0.22371273,0.8045739,-3.9565783,1,0,1
26927,-0.19113292,1.3922755,-3.151746,1,0,1
26928,0.0020751387,16.717041,2.2983863,0,0,1
26929,0.17556624,21.943613,3.363788,0,0,1
26930,-0.21042842,47.96069,5.0166,0,0,1
26931,0.042417157,7.602275,7.608711,0,0,1
26932,-0.14734209,-3.0975394,-5.0017467,1,0,1
26933,-0.21050465,-3.0476873,-5.6290603,1,0,1
26934,-0.1934913,-1.6344234,-5.3948517,1,0,1
26935,-0.31095818,0.34864008,-4.7436857,1,0,1
26936,-0.14111319,2.7641363,-1.6396086,0,0,1
26937,-0.20163566,3.292429,-0.47616142,1,0,1
26938,-0.16975017,3.5865843,0.35261717,1,0,1
26939,-0.06498728,3.8862002,1.6814891,0,0,1
26940,0.021327576,9.917061,1.7820622,0,0,1
26941,-0.3679578,15.364756,-23.457758,0,0,1
26942,0.13328262,5.239064,5.68862,0,0,1
26943,-0.11948313,-4.0328255,-6.359155,0,0,1
26944,-0.13628438,-1.9681346,-5.805101,0,0,1
26945,-0.30394343,0.8871703,-4.3730817,1,0,1
26946,-0.15419286,5.4529796,1.369128,0,0,1
26947,-0.13377729,5.634221,2.3346448,1,0,1
26948,-0.18575278,5.6397114,2.8270478,1,0,1
26949,-0.18695118,5.3080015,3.3884466,1,0,1
26950,-0.13369597,5.932664,4.6181116,1,0,1
26951,0.17706355,3.0064707,3.3804564,1,0,1
26952,-0.12720725,-4.57699,-6.62482,0,0,1
26953,-0.1991397,-2.7957819,-5.848708,1,0,1
26954,-0.24480839,6.6604967,2.2447858,1,0,1
26955,-0.08291135,7.1521173,3.5176024,0,0,1
26956,-0.014021986,5.942669,3.544607,0,0,1
26957,-0.09898871,5.4286723,3.7669628,0,0,1
26958,-0.13718599,5.4092717,4.181951,0,0,1
26959,-0.15294576,5.430958,4.529536,1,0,1
26960,-0.092019655,5.9538794,4.437616,0,0,1
26961,0.0027588313,2.6955357,1.2858381,0,0,1
26962,-0.009933869,1.7206153,2.2897365,0,0,1
26963,0.17025842,1.8759071,1.8939157,1,0,1
26964,-0.19486032,-4.7428384,-6.702947,1,0,1
26965,-0.226916,1.061347,-1.9647627,1,0,1
26966,-0.19877769,3.425359,0.5725311,1,0,1
26967,-0.098754525,3.9659119,1.6737909,0,0,1
26968,-0.06997512,3.3507292,2.399158,0,0,1
26969,-0.017887477,4.2655697,3.2798111,0,0,1
26970,-0.06279949,5.0624814,3.6831977,0,0,1
26971,-0.13283029,6.2386684,3.8743951,0,0,1
26972,-0.08969882,5.833356,3.7607474,0,0,1
26973,-0.01667304,3.8443053,2.2767012,0,0,1
26974,0.012481993,2.4150815,1.8762907,0,0,1
26975,-0.0035931787,1.5506701,2.0117495,0,0,1
26976,0.16056024,1.8021404,1.6394463,0,0,1
26977,-0.18229976,-4.7134304,-6.80111,1,0,1
26978,-0.24401762,-0.6986549,-3.304853,1,0,1
26979,-0.14733931,1.2570192,-1.208476,0,0,1
26980,0.0775292,2.6175315,1.5931176,0,0,1
26981,0.02297129,4.357221,2.5734634,0,0,1
26982,-0.022538621,7.152032,3.860896,0,0,1
26983,0.045728862,7.7498193,4.264895,0,0,1
26984,0.14355776,6.3527093,3.33257,0,0,1
26985,-0.0106240865,4.842126,2.8359084,0,0,1
26986,0.11471987,1.6126156,1.6205362,0,0,1
26987,-0.17676046,-5.2475157,-7.178312,0,0,1
26988,-0.28808823,-1.3921086,-3.9905207,1,0,1
26989,-0.2631849,0.5544977,-1.6686988,1,0,1
26990,-0.016733883,4.165598,2.3759084,0,0,1
26991,-0.022685718,6.073465,4.197593,0,0,1
26992,0.025092283,6.672419,5.047924,0,0,1
26993,0.15555073,5.4389358,4.864631,0,0,1
26994,-0.025443664,5.6605954,4.7189593,0,0,1
26995,-0.30806476,3.5537853,5.503212,0,0,1
26996,0.07065528,2.0498052,1.9892297,0,0,1
26997,-0.041967366,-4.284134,-4.635013,0,0,1
26998,-0.2092115,-3.494702,-4.5535254,0,0,1
26999,-0.367773,-0.6680123,-2.5855281,1,0,1
27000,-0.21907254,0.8201768,-1.0620534,1,0,1
27001,-0.092041165,1.964639,0.27051634,0,0,1
27002,-0.12556276,6.610869,6.9334817,0,0,1
27003,-0.14417782,4.5247583,8.057678,0,0,1
27004,0.050626934,3.2762065,3.076612,0,0,1
27005,-0.028762965,-2.8249266,-2.3059063,0,0,1
27006,-0.15219876,-1.9438784,-1.7779572,0,0,1
27007,-0.26670834,-0.628002,-1.0471933,1,0,1
27008,-0.1259729,2.0945537,0.8648284,0,0,1
27009,-0.06390329,2.5039432,1.3261626,0,0,1
27010,-0.1830167,6.319146,10.511346,0,0,1
27011,0.053539794,4.5454044,4.276361,0,0,1
27012,-0.062886074,-0.53052384,0.68877804,0,0,1
27013,-0.19104168,1.5845879,1.9417077,1,0,1
27014,0.040172268,4.130164,3.7864387,0,0,1
27015,0.061643098,4.1388106,3.7118561,0,0,1
27016,0.014371828,4.1154766,3.3983674,0,0,1
27017,-0.001278565,3.3578513,3.3453064,0,0,1
27018,-0.007124808,3.3859444,4.022812,0,0,1
27019,-0.11385009,5.32829,5.6194186,0,0,1
27020,-0.08629784,10.519543,11.107229,0,0,1
27021,-0.05233843,3.7645712,2.6122985,0,0,1
27022,-0.053527687,2.5565228,4.012692,0,0,1
27023,-0.14969787,5.196964,5.4195786,0,0,1
27024,0.19912744,6.9184155,6.982784,0,0,1
27025,0.19581175,6.694712,6.7955027,0,0,1
27026,0.16741365,6.607716,6.6816053,0,0,1
27027,0.16655949,5.785701,6.308632,0,0,1
27028,0.11276775,5.3595552,6.2284293,0,0,1
27029,0.06737287,6.4414496,7.1055274,0,0,1
27030,0.1408058,8.173717,8.72248,0,0,1
27031,0.096830696,8.815258,8.512855,0,0,1
27032,0.14099856,8.19598,7.618733,0,0,1
27033,0.22553438,9.853044,7.4409957,0,0,1
27034,-0.10105814,11.517028,9.527712,0,0,1
27035,-0.031808436,3.279848,1.9362085,0,0,1
27036,0.0026533455,3.6609774,6.214334,0,0,1
27037,0.020170264,6.844469,8.41902,0,0,1
27038,-0.019505981,9.78035,9.948732,0,0,1
27039,0.355041,10.060623,10.480198,1,1,1
27040,0.28675866,9.411533,10.2028055,0,0,1
27041,0.28999647,8.775303,9.5858135,0,0,1
27042,0.33677745,8.20209,9.045986,1,1,1
27043,0.2738353,7.9615192,9.28298,1,0,1
27044,0.18239605,7.879179,9.049996,0,0,1
27045,0.1209273,6.3667336,7.410852,0,0,1
27046,0.11895039,4.4229054,5.4598536,0,0,1
27047,0.41990155,6.9173074,5.8199334,1,0,1
27048,0.33519673,9.687939,7.02359,0,0,1
27049,-0.06498862,12.438675,9.145242,0,0,1
27050,0.20140694,7.0001483,4.347642,0,0,1
27051,0.05614341,5.3640194,8.101581,0,0,1
27052,0.1659456,9.389267,11.102283,0,0,1
27053,0.39409527,13.63164,13.709168,1,1,1
27054,0.36056492,12.007083,12.401332,1,1,1
27055,0.36567968,10.477084,11.078218,1,1,1
27056,0.4519247,8.91548,9.95744,1,1,1
27057,0.39975795,7.29454,8.754365,1,1,1
27058,0.3076388,6.503337,8.371901,1,0,1
27059,0.23944704,6.643192,8.846231,1,0,1
27060,0.15216161,5.881327,8.37093,1,0,1
27061,0.06493647,3.818031,6.2221355,0,0,1
27062,0.10622866,3.4874494,5.2898993,0,0,1
27063,0.38664493,7.7127013,6.517943,1,0,1
27064,0.3272877,11.747554,8.445702,0,0,1
27065,0.17918397,6.39996,5.06734,0,0,1
27066,-0.0034833457,2.0756576,4.993332,0,0,1
27067,0.13843764,5.2006736,7.4473357,0,0,1
27068,0.42416805,14.87259,15.229859,1,1,1
27069,0.3294754,14.149152,14.57211,1,1,1
27070,0.29561272,12.954588,13.356959,1,1,1
27071,0.3486548,11.061752,12.020352,1,1,1
27072,0.38831338,8.974231,10.2871065,1,1,1
27073,0.30642566,7.7329144,9.067464,1,1,1
27074,0.21843581,6.892197,8.880573,0,0,1
27075,0.072277576,12.367317,10.793623,0,0,1
27076,-0.3870999,4.845599,4.536181,0,0,1
27077,-0.25158772,2.6516225,3.2009435,0,0,1
27078,0.22244444,6.3455534,6.0912466,1,0,1
27079,0.0048750723,2.381208,5.0275927,0,0,1
27080,0.24510534,5.1200314,6.8371854,0,0,1
27081,0.6220847,10.776935,12.500059,1,1,1
27082,0.36385748,10.83989,12.953711,1,1,1
27083,0.192043,9.960725,8.800527,0,0,1
27084,0.04554127,14.2593355,14.280933,0,0,1
27085,0.83103186,3.4579706,4.0868998,0,0,1
27086,0.4655195,3.6096628,4.939787,0,0,1
27087,0.14212799,4.328846,5.2576866,0,0,1
27088,0.03565389,5.950722,5.964838,0,0,1
27089,0.047172688,3.6841912,6.5073295,0,0,1
27090,0.13731802,3.8974712,6.525202,0,0,1
27091,0.5944386,7.9181557,10.912533,1,1,1
27092,0.36073184,7.3565416,10.844091,1,0,1
27093,0.36958632,4.1309953,7.791753,1,0,1
27094,0.27820146,5.1892576,11.020375,0,0,1
27095,0.047458574,9.469621,19.163177,0,0,1
27096,-0.14130156,0.8920673,3.3060572,0,0,1
27097,0.8573104,1.8482766,4.912014,0,0,1
27098,0.11749625,4.5161533,6.555718,0,0,1
27099,-0.06526375,4.6159387,4.8859506,0,0,1
27100,0.24172182,4.907598,7.88372,1,0,1
27101,0.34553748,5.2435007,8.115568,1,0,1
27102,0.69624007,7.053356,10.620464,1,1,1
27103,0.62392265,6.9390645,11.134546,1,0,1
27104,0.41661483,5.432208,9.818319,1,0,1
27105,0.42306373,4.0533586,8.740525,1,0,1
27106,0.38594794,3.4495018,7.7663164,1,0,1
27107,0.29984406,2.4650784,6.29813,1,0,1
27108,0.2678817,3.2819636,6.917795,1,0,1
27109,0.39792848,23.37239,14.116676,0,0,1
